STATECASESID,DATE_,STATECODE,POSITIVE_,NEGATIVE,TOTALRESULTS,HOSPITILIZED_CURRENTLY,INICU_CURRENTLY,ONVENTILATOR_CUMULATIVE,RECOVERED,DATAQUALITYGRADE,DEATH,HOSPITALIZED,TOTALTESTVIRAL,NEGATIVETESTSVIRAL,POSITIVETESTSVIRAL,POSITIVECASEVIRAL,DEATHCONFIRMED,DEATHINCREASE,HOSPITALIZEDINCREASE,HASH_
13129,17-05-2020,MI,58278,363548,421826,1114,488,,28234,A+,5396,,430802,363548,67254,54457,5194,39,0,2aba25523f6cfdc1f7597024650a9ca4c29af43b
13130,17-05-2020,MN,18016,153069,171077,487,221,,10175,A+,731,2090,,,,18016,722,22,51,3a105c162fb3b0b4503faee30a3d8ecea6d77263
13131,17-05-2020,MO,10789,135466,146255,775,,,,B,594,,146255,135466,13191,10789,,5,0,110b07578fd07eb6a30d8183d260e1337eb5ca27
13132,17-05-2020,MP,21,3318,3339,,,,12,D,2,,,,,21,,0,0,37d923d9a9f7c959000c45825e133e05d90cf66b
13133,17-05-2020,MS,11296,101830,113126,608,158,,6268,A,521,1773,113126,,,,,11,25,865c1083faf85f3d4f0efae1a5492c78fd270ba7
13134,17-05-2020,MT,468,26417,26885,3,,,431,B,16,63,26885,,,468,,0,0,2a08ed0d803ed08f59f2161c66feb4b807b8806b
13135,17-05-2020,NC,18512,230432,248944,493,,,9115,A,659,,,,,18512,659,7,0,9ecc7e2fa794b14a81e0ff4a1091fa2396902e30
13136,17-05-2020,ND,1896,53321,63653,30,,,1178,C,43,130,64814,,,1896,,1,0,109acc559a0f87864c66fa5440bb98854a00dd46
13137,17-05-2020,NE,10220,55420,75273,,,,,C,123,,75273,63245,11741,10220,,4,0,a909833e65c08ba3770e1d0be368399e0b0c42d0
13138,17-05-2020,NH,3556,41196,48386,115,,,1258,B,171,347,48386,,,,,12,12,c81717658a3f7ca7da9623ed640200bb1bd1a7b4
13139,17-05-2020,NJ,146492,341231,487723,3411,1030,,23299,A+,12013,,487565,,,146334,10356,110,0,1e6dddaea992be707e61f46a38062ddad000e356
13140,17-05-2020,NM,5938,127315,133253,211,,,1755,C,265,886,133253,,,,,6,0,ccce47f148c5e34534b3b061c505ca74de3cb5b1
13141,17-05-2020,NV,6857,73780,110164,423,105,,,B,375,,95954,,,6857,,6,0,90c7b5f403c8651790e43db2bffd68c7be9c063c
13142,17-05-2020,NY,350121,1063275,1413396,5897,1981,,61381,A,22619,86575,,,,,,141,368,0571cdcc7a6722f3c5347970cd1b5b7cef779cfa
13143,17-05-2020,OH,27923,236539,280890,914,343,,,B,1625,4921,280890,,29858,26220,1472,15,51,c035c1983f3f25e2aad8b0037e907af036e12107
13144,17-05-2020,OK,5310,118162,123472,180,73,,3983,A+,288,880,123954,118162,5792,5310,,0,2,a456d32e2185128523adaccbadb278881aaaaeae
13145,17-05-2020,OR,3623,90733,131630,156,37,,1406,A+,137,703,131630,121801,9829,3542,,0,4,1f259891d4b2bc1a3354ca3415a3d1d2d7a82b1b
13146,17-05-2020,PA,62234,270670,332904,1821,,,,C,4418,,,,,,,15,0,f22c6d3fe301aae886ffe2a0f501e0e4d9c1d2a7
13147,17-05-2020,PR,1147,,1147,150,24,,,C,123,,,,,1147,60,1,0,defd65164dff0810f1b389d31f92d4c3bc048ea7
13148,17-05-2020,RI,13040,79768,120632,260,64,,972,A+,499,1418,122492,106397,16095,,,10,15,6276bf52d9f532e4b721acfcd4ac1d982237532b
13149,17-05-2020,SC,8816,111670,120486,,,,5076,A,380,1421,120331,,,8816,380,0,0,285e1713e46afb58c4db5f9f73c9a1add9a966e6
13150,17-05-2020,SD,3987,24572,28559,77,,,2724,B,44,312,,,,,,0,8,c72295e104c1105ffa4386bbec19f3f82086ce44
13151,17-05-2020,TN,17388,307892,325280,513,,,9652,A,298,1482,325280,,,17388,298,3,8,705a830d014432d4d5eeff5c02c1376d7d442155
13152,17-05-2020,TX,47784,674647,722431,1512,,,27570,A,1336,,722431,,60946,47784,,31,0,19c08b73530ef43a7772506ff171f9f47e09f35c
13153,17-05-2020,UT,7238,165641,188334,181,,84,4075,B,80,586,188334,180168,8166,7238,,2,8,86de1953efee70b1c8be25e617215b273f448af7
13154,17-05-2020,VA,30388,159973,224126,1524,379,,3993,A+,1009,3775,,,38003,28901,975,7,51,0a1aa720c09b88b83b46200908d4866408d31072
13155,17-05-2020,VI,69,1278,1347,,,,61,C,6,,1347,,,,6,0,0,f294a48c6c4b0a9d6e80d68f90090b9ada0fb2a9
13156,17-05-2020,VT,940,20452,26034,14,,,810,B,54,,26034,,,940,54,1,0,f7a23499a92a4eabcfd95588e24ea877572c8d2e
13157,17-05-2020,WA,19234,282581,301924,581,52,,,A,1000,,,,,19234,1000,8,0,c0f3b81b092fd901a3b302bb560b981647bdb96f
13158,17-05-2020,WI,14257,139674,184461,364,131,,6542,A+,453,2038,152217,,,12543,453,0,20,ef7019e7faf997fd181f097e543c77f5c4348f4f
13159,17-05-2020,WV,1490,74000,75490,48,11,,919,B,67,,75490,,,1490,,3,0,d7a6d329afe81125945cbe24e188a101b3b199e9
13160,17-05-2020,WY,754,16331,18569,8,,,498,B,8,70,18569,17892,677,566,,1,1,1465b4983bb9365c122ebc4ed5bdac7c262ab207
13161,16-05-2020,AK,394,32887,33281,10,,,344,B,10,45,33281,,,,10,0,2,4eae350fad6a2ca09510a557da8a0ea6f30a4d5e
13162,16-05-2020,AL,11523,141971,153494,455,,295,,B,485,1387,,,,11523,485,9,10,bb484be2a4014bc0c9bccc9f8e47daf9390ebb3c
13163,16-05-2020,AR,4578,77066,81529,65,,101,3472,A,98,520,81529,,,4578,,0,0,cb6ab97c0987805a1146d0175c33845e2c855f4a
13164,16-05-2020,AS,0,105,105,,,,,C,0,,105,,,0,,0,0,4e253cc110bfdcfb7b6aaa4fa07a7b8e261dd7d0
13165,16-05-2020,AZ,13631,133157,195923,791,344,,3357,A+,679,2673,195923,,,,,28,37,568697ebc9127d6cd3309495259a650f12cb8a2a
13166,16-05-2020,CA,76793,1102333,1179126,4424,1313,,,B,3204,,1179126,,,76793,,96,0,72d3c504f46b8f0215bea4c7e366646be5c86e52
13167,16-05-2020,CO,21633,103915,139735,650,,,3346,A,1192,3866,,,,19507,963,42,24,857c26db51815b9d25fdcae1f2de4de73f7b8253
13168,16-05-2020,CT,36703,128052,164755,994,,,6264,B,3339,10946,164755,,,,,54,0,bc0850cc22698c78a08804eb4f9e376ffadcdb7a
13169,16-05-2020,DC,7042,28490,35532,382,,,998,A,375,,,,,,,7,0,cce7fc0aecc1f0e5d764b1e343bc80e27b340714
13170,16-05-2020,DE,7547,32211,51064,250,,,3367,B,383,,,,9344,,336,10,0,46be558cd993eb9013113cf2244fb15842a7dbe5
13171,16-05-2020,FL,43025,585236,629359,,,,,A+,2040,8393,,,,,2040,49,400,497bbec4e2e492d8c495692a07104f576453d15d
13172,16-05-2020,GA,37147,283922,300697,1005,,,,A+,1592,6735,300697,,33279,37147,,35,297,3f66f92a9cec9f3c65cd93df2f989ed308e26e06
13173,16-05-2020,GU,154,4365,4519,,,,126,C,5,,,,,149,,0,0,cdc08fabfe419df36594a234a52d7dc1ad458bda
13174,16-05-2020,HI,638,40245,42160,,,,565,B,17,81,,,600,,,0,0,aefb56a8431d700a9e3b795aae7472335b3a2dd9
13175,16-05-2020,IA,14328,81972,96300,387,128,,6927,A+,346,,,,,14328,,10,0,f21f25529af9c754571c76e21a8a489dbd1015c3
13176,16-05-2020,ID,2389,33299,35485,19,,,1588,B,73,213,,,,2186,,1,1,1399e2b3d7aa055ba7b01e67d9968bcda557b88e
13177,16-05-2020,IL,92457,469192,561649,4306,1135,,,A,4129,,,,,92457,4129,71,0,17ef49d752cf8642f06fe5501a69a11c10db7d28
13178,16-05-2020,IN,27280,144078,237155,1274,426,,,A+,1741,4389,237155,,28421,,1596,50,0,7681778cb3e8d82360267ed7a9382c82f049bb88
13179,16-05-2020,KS,7886,53706,61592,,,112,443,A,172,724,,,,,,0,0,25cba3210045ea3089b7d0d42ae97702022d5572
13180,16-05-2020,KY,7444,120290,127698,381,218,,2739,A+,332,1896,127698,,,7408,332,4,9,a1a5816663e5b0143b1922f36ab24c4d72137d03
13181,16-05-2020,LA,34117,225625,259742,1028,,,22608,B,2479,,259742,,,34117,2413,31,0,51ddc07fff7d47d2e5fc6ab56cebdb5211e35c80
13182,16-05-2020,MA,84933,363156,576513,2692,747,,,A+,5705,8456,576513,,108011,84933,5705,113,142,db10e68dea3b6f0c733a7158ae33720d97332f01
13183,16-05-2020,MD,37968,152207,209460,1500,598,,2806,B,2040,6755,209460,,44114,37968,1943,49,76,4bfccebb00c7f8a544a1a9d652e1f92e697145d1
13184,16-05-2020,ME,1648,22092,23740,37,19,,1012,B,70,214,33035,,,1477,70,1,3,68ef3b85772b1b81ed35d1fa8c42701faa06a629
13185,16-05-2020,MI,58023,353156,411179,1256,532,,28234,A+,5357,,419366,353156,66210,54246,5163,32,0,99e22a133af7eda326edb01781ebf31c6b981fb3
13186,16-05-2020,MN,17705,147399,165104,493,225,,9571,A+,709,2039,,,,17705,700,17,54,3129b620fe2b396139ddd0a8b4a0f1f6b8fc159b
13187,16-05-2020,MO,10675,128665,143966,775,,,,B,589,,143966,130771,12943,10675,,13,0,dc1e40ad5b4ae91f7eee3d2835253dd359cf29d8
13188,16-05-2020,MP,21,3318,3339,,,,12,D,2,,3339,,,21,,0,0,7cd88b401a28cdc24942ce8f930f6f01d4e2886e
13189,16-05-2020,MS,11123,97353,108476,641,170,,6268,A,510,1748,108476,,,,,17,36,31d1bc5adac95a09e163eca3b78ae6dc8b5e66f8
13190,16-05-2020,MT,468,25623,26091,3,,,431,B,16,63,26091,,,468,,0,0,20464489e960b7d059a39c51be34ecf1760f97fe
13191,16-05-2020,NC,17982,220604,238586,481,,,9115,A,652,,238586,,,17982,652,11,0,ed629d9b9253915756365ac66f6b54778cadec65
13192,16-05-2020,ND,1845,51639,61180,33,,,1111,C,42,130,62286,,,1845,,0,0,b8da81dbded6d22a838fc4526f95aab608adcb97
13193,16-05-2020,NE,9772,50206,69863,,,,,C,119,,69863,58346,11239,9772,,6,0,846fe17f31de7d8ae198c7e8457c54adcd7b7d0f
13194,16-05-2020,NH,3464,39212,46553,110,,,1254,B,159,335,46553,,,,,0,0,8ddb5388709e04c1567fa8595024fcdfbde6704c
13195,16-05-2020,NJ,145241,330135,475376,3564,1061,,22939,A+,11903,,475224,,,145089,10249,114,0,cfeb021f6ac88f614847fbdec7ca392994803c6c
13196,16-05-2020,NM,5847,122727,128574,208,,,1739,C,259,886,128574,,,,,6,0,605c8af79e0979acad3191ec57d25f66a9e9dbde
13197,16-05-2020,NV,6709,67002,106263,423,105,,,B,369,,89454,,,6709,,1,0,7ef91812aee44fa6f153309c17c368f13ae14613
13198,16-05-2020,NY,348232,1030485,1378717,6220,2077,,60796,A,22478,86207,,,,,,174,425,38e36dec50108309936453d0803c920668ac7446
13199,16-05-2020,OH,27474,219228,269835,866,366,,,B,1610,4870,269835,,29159,25836,1457,29,79,082148052bdcaeefb8c2cc13eb72ce4062a9650e
13200,16-05-2020,OK,5237,118162,123399,180,73,,3945,A+,288,878,123954,118162,5792,5237,,3,15,f82ce59522b796f0da4b8761e030964b5a2234e6
13201,16-05-2020,OR,3612,88587,127653,153,48,,1406,A+,137,699,127653,117909,9744,3534,,0,8,9f653ed24a96ef8af3db36fc2f7216dfee734ba7
13202,16-05-2020,PA,61611,266225,327836,1873,,,,C,4403,,,,,,,61,0,57d3f0717545ee33755782fb237e752ec2402eda
13203,16-05-2020,PR,1114,,1114,144,15,,,B,122,,,,,1114,59,0,0,609b47488855cfc141b0d2024ce7def0a0933afd
13204,16-05-2020,RI,12915,78231,116042,273,66,,947,A+,489,1403,119564,103692,15872,,,10,31,4e16bb9aefe14808ee903fced02f76b260d7cb5f
13205,16-05-2020,SC,8407,101209,109616,,,,5076,A,380,1421,,,,8407,380,0,0,f27b8a23c53f0bc3818e0bbd42c763f959779e34
13206,16-05-2020,SD,3959,24217,28176,75,,,2673,B,44,304,,,,,,0,8,0b6e6182b7e896ba953c8d4e3f10acc11418d544
13207,16-05-2020,TN,17288,302913,320201,515,,,9529,A,295,1474,,,,17288,295,5,20,cb23b82334f755245d3ead9cfee70aab3c70ec4d
13208,16-05-2020,TX,46999,661370,708369,1791,,,26601,A,1305,,708369,,60063,46999,,33,0,1af04f18b398754e43b27c9726cb6bd1c1c6b103
13209,16-05-2020,UT,7068,162385,184268,168,,84,3896,B,78,578,184268,176296,7972,7068,,1,12,93c8887e6c347040e10b6c917a90c6c214fcfff6
13210,16-05-2020,VA,29683,155885,216321,1505,381,,3909,A+,1002,3724,,,36922,28233,968,25,67,358b6084bbe7f17ea00f15193367719ef7716b22
13211,16-05-2020,VI,69,1194,1263,,,,61,C,6,,1300,,,,6,0,0,5f89036746c3ac21bcd4165d8c8cb2d4188ef421
13212,16-05-2020,VT,932,19771,25386,20,,,804,B,53,,25386,,,932,53,0,0,685c62b74592ced46d3fdc82356e8116521b4d3f
13213,16-05-2020,WA,18952,280177,299456,663,90,,,A,992,,,,,18952,992,9,0,f6bc8429de13ae4c5a2ebb5ded6b41f170d748aa
13214,16-05-2020,WI,13878,134206,176642,361,128,,6542,A+,453,2018,,,,12187,453,8,41,e313f96b1b9fd2b59e223194d839f59ddaeaab43
13215,16-05-2020,WV,1457,71936,73393,55,13,,889,B,64,,73393,,,1457,,2,0,db83ed1dedbdfede6cb60a4e25d63ecdd293bbe0
13216,16-05-2020,WY,741,15678,18462,8,,,496,B,7,69,18462,17791,671,559,,0,1,9329c8b677a845273b9da058327b92bf87d73cd5
13217,15-05-2020,AK,390,32028,32418,8,,,343,B,10,43,32418,,,,10,0,1,e4d79b2ed1075fbfc5a29542c34abdd5e94feeab
13218,15-05-2020,AL,11216,134847,146063,519,,293,,B,476,1377,,,,11216,476,9,27,2264f251b389ea1b0e8cca1d9910dcfa9000d371
13219,15-05-2020,AR,4463,77066,81529,65,,101,3390,A,98,520,81529,,,4463,,1,11,6f5b862abffe8731f0f3f563f86ca6ecba3a29e3
13220,15-05-2020,AS,0,105,105,,,,,C,0,,105,,,0,,0,0,8f41f47d1d9574d58c1f9b7b464d121f35fa4c39
13221,15-05-2020,AZ,13169,128832,186249,808,313,,3145,A+,651,2636,186249,,,,,27,41,3ce4e266af45c3de348b1b487411dae77ebe7cf4
13222,15-05-2020,CA,74936,1058970,1133906,4519,1324,,,B,3108,,1133906,,,74936,,76,0,21a1977d60e0e573ac2929110220522e266eee48
13223,15-05-2020,CO,21232,100608,135313,671,,,3312,A,1150,3842,,,,19151,944,59,53,515268bf1fa955b37c029a024cfca8447a3dc3fd
13224,15-05-2020,CT,36085,119823,155908,1033,,,6264,B,3285,10946,155908,,,,,66,0,13c087ac3c295bf0fd91a2116866ccb5a99836b1
13225,15-05-2020,DC,6871,27468,34339,393,,,975,A,368,,,,,,,10,0,0a2a12a62c031e295fd9b8d6dfa4c95f3edc3ca7
13226,15-05-2020,DE,7373,30905,49672,269,,,3210,B,373,,,,9210,,327,11,0,206998fb6bbd6a34debb598056c5931ace858e18
13227,15-05-2020,FL,42545,565627,622753,,,,,A+,1991,7993,,,,,1991,43,0,43a041df9889be499c7d4d1860df177c2ed44fde
13228,15-05-2020,GA,36681,265193,275764,1029,,,,A+,1557,6438,275764,,31721,36681,,30,93,e5a7e36602ce86cf6876ee85bcadb8263a38be6a
13229,15-05-2020,GU,154,4361,4515,,,,124,C,5,,,,,150,,0,0,301c73818d9b7c9f30ebc7c83d8db64ee5eb4f0a
13230,15-05-2020,HI,637,38139,41421,,,,564,B,17,81,,,600,,,0,0,86907666555781628ff888ca92a185ca779fecec
13231,15-05-2020,IA,14049,79517,93566,387,130,,6561,A+,336,,,,,14049,,18,0,120c1848be976d3f9f7f109376175e1cab494a93
13232,15-05-2020,ID,2351,32394,34546,26,,,1573,B,72,212,,,,2152,,3,0,66f89abaf2a3002f8af8dc10a73b5e4b4376ebd0
13233,15-05-2020,IL,90369,448233,538602,4367,1129,,,A,4058,,,,,90369,4058,130,0,bb5f128fc45c16548595c1fc60ed3bd687b67fed
13234,15-05-2020,IN,26655,138793,225848,1294,492,,,A+,1691,4389,225848,,27480,,1550,45,0,f997689df8c6cf1a13645ee8d293400a4b145fbc
13235,15-05-2020,KS,7886,53706,61592,,,112,443,A,172,724,,,,,,8,20,70a3948720484b3ebfdf959a480536628e606ebd
13236,15-05-2020,KY,7225,114053,121246,385,220,,2712,A+,328,1887,121246,,,7193,328,2,52,3b93067f53627466cdc5ccd8f6e713198c896d66
13237,15-05-2020,LA,33837,219352,253189,1091,,,22608,B,2448,,253189,,,33837,2382,31,0,a2c9854de760e77de231c42b118b4998dae303ac
13238,15-05-2020,MA,83421,352258,567173,2767,749,,,A+,5592,8314,567173,,106978,83421,5592,110,107,8097af37f7a7c9301c39026a5dbcf15f55aa7ecd
13239,15-05-2020,MD,36986,145840,201862,1496,598,,2685,B,1991,6679,201862,,42939,36986,1896,56,126,d7897cb3cdd61142e17921e201f36bbaa2cb7f2e
13240,15-05-2020,ME,1603,22092,23695,35,16,,993,B,69,211,33035,,,1437,69,0,4,203f8598c249b510a7caab6327ae33c0bc8ff18b
13241,15-05-2020,MI,57687,341827,399514,1256,532,,22686,A+,5325,,407180,341827,65353,53956,5124,47,0,1ddfbb7460a68f394cfd797c7c1968e83c9445ae
13242,15-05-2020,MN,17363,139773,157136,498,200,,8820,A+,692,1985,,,,17363,683,29,70,c11afc0864fb7f605c885553eb32905f762a9844
13243,15-05-2020,MO,10456,124002,139740,812,,,,B,576,,139740,126806,12685,10456,,14,0,a71a0ca72ee6b6ac3ba152c4c73106256770abf2
13244,15-05-2020,MP,19,3306,3325,,,,12,D,2,,3325,,,19,,0,0,fdf2d8cec60c0ce8c942467a5e75b2d6755caa09
13245,15-05-2020,MS,10801,96022,106823,573,172,,6268,A,493,1712,106823,,,,,13,45,e1622673342e7b7ac8e6e412da6852e24bd44b5a
13246,15-05-2020,MT,466,24952,25418,3,,,431,B,16,63,25418,,,466,,0,0,78c9d78469aa42eb3688cd1da9f5aa9602b47ffb
13247,15-05-2020,NC,17129,214418,231547,492,,,9115,A,641,,231547,,,17129,641,26,0,e08ab00049747b9d0a3e1b8f8d3c47d397896210
13248,15-05-2020,ND,1758,49954,58496,35,,,1071,C,42,130,59557,,,1758,,2,1,68fc1b7a0862a335ca620c971a13b1994a491f0e
13249,15-05-2020,NE,9416,47799,65690,,,,,C,113,,65690,54565,10849,9416,,6,0,5222725ec9d57f513ad794b17003614c2828fe01
13250,15-05-2020,NH,3464,39148,44206,115,,,1247,B,159,335,44206,,,,,9,9,2f562417524dc2d66659d95fc1a23e1c1a484aa1
13251,15-05-2020,NJ,144044,319067,463111,3823,1127,,15642,A+,11789,,462972,,,143905,10138,197,0,152e50b90dfc7f366376d607efb4a381b2f20691
13252,15-05-2020,NM,5662,118796,124458,223,,,1671,C,253,886,124458,,,,,11,0,86b3391a1727175fded83c7fc0be01b26e0345bb
13253,15-05-2020,NV,6614,65532,98902,425,115,,,B,368,,85791,,,6614,,10,0,1c75a69a5dc65a2f976542320a4d3d7c7d8b6fb6
13254,15-05-2020,NY,345813,992235,1338048,6394,2156,,60302,A,22304,85782,,,,,,134,328,61df8cbbe24fc41d3127805fbd68cceb5b635e1f
13255,15-05-2020,OH,26954,219228,259269,944,370,,,B,1581,4791,259269,,28474,25349,1431,47,73,562da723d187c21eca34f95aca6a205734c39a12
13256,15-05-2020,OK,5086,113106,118192,215,98,,3801,A+,285,863,118751,113106,5645,5086,,1,5,123a9dd4e701117d63b10f29f18015150cb015b1
13257,15-05-2020,OR,3541,85965,122177,161,46,,1406,A+,137,691,122177,112704,9473,3470,,0,6,7622d6466669a5ddda208d81723484625bf836d3
13258,15-05-2020,PA,60622,259210,319832,1934,,,,C,4342,,,,,,,124,0,084801d6fd7f364c2e3dacc7bec5c01dfb1da950
13259,15-05-2020,PR,1088,,1088,147,18,,,B,122,,,,,1088,63,5,0,fca73118c6778ae00f806f82c4f19d96e34c0ee6
13260,15-05-2020,RI,12663,76467,112203,272,63,,919,A+,479,1372,115270,99817,15453,,,11,21,58b1f0d385befe756d79b65362eee6f0feeb2daa
13261,15-05-2020,SC,8407,101209,109616,,,,5076,A,380,1421,,,,8407,380,9,83,aad80a6ae25bf03b14128ad7cea02fef295475f3
13262,15-05-2020,SD,3887,23527,27414,80,,,2574,B,44,296,,,,,,1,6,a8c789bdcbb801f82780aad875acfc1601b939be
13263,15-05-2020,TN,16970,292786,309756,535,,,9280,A,290,1454,,,,16970,290,3,19,364857b847a373be007b048a9890b91b417f340a
13264,15-05-2020,TX,45198,636449,681647,1716,,,25454,A,1272,,681647,,58262,45198,,56,0,edc3fed403c1d031bf87e68779304a8bf466ecfb
13265,15-05-2020,UT,6913,159224,180170,161,,83,3719,B,77,566,180170,172386,7784,6913,,2,8,5a97762cbc71a751772a52f444487ca3f71d6f37
13266,15-05-2020,VA,28672,149342,209111,1511,362,,3805,A+,977,3657,,,35912,27293,944,22,65,3bc85a4a98c7a1c59548a1b0823346b8c0f33bb0
13267,15-05-2020,VI,69,1194,1263,,,,61,C,6,,1278,,,,6,0,0,3db4ccb3257fd6738e42af02d3ac28bf852f63f9
13268,15-05-2020,VT,931,18984,24785,17,,,796,B,53,,24785,,,931,53,0,0,c1047a86b12886ab6d9745d1555b706e72ac4463
13269,15-05-2020,WA,18681,276797,295958,626,114,,,A,983,,,,,18681,983,8,0,b497c5e5d3dd95bd830ed78b7febebecf5dc4467
13270,15-05-2020,WI,13344,128657,166706,356,125,,6250,A+,445,1977,,,,11685,445,11,38,461b834cff9b63ddaed3da735baa020212996525
13271,15-05-2020,WV,1441,69495,70936,57,15,,870,B,62,,70936,,,1441,,2,0,19df3155fb52a7816633765218d59dea86b04e63
13272,15-05-2020,WY,716,15307,18240,8,,,487,B,7,68,18240,17575,665,541,,0,1,ac69c62b6090544579a7d49f69166fc0aef51559
13273,14-05-2020,AK,389,31373,31762,12,,,339,B,10,42,31762,,,,10,0,1,21e24c72e3ad4af3976db822685314878709ec4e
13274,14-05-2020,AL,10968,131017,136372,509,,291,,B,467,1350,,,,10968,467,18,33,9913b19d3ead4e9a66607e13fe632279fae73db6
13275,14-05-2020,AR,4236,71582,75818,64,,100,3277,A,97,509,75818,,,4236,,2,12,702fd9752b9eb9953b288d4703e9e53a5cf2480e
13276,14-05-2020,AS,0,105,105,,,,,C,0,,105,,,0,,0,0,f50421de5c7084a5e6f2b5c4a8bfc038450e9660
13277,14-05-2020,AZ,12674,121664,178980,781,323,,3074,A+,624,2595,178980,,,,,30,52,a08eb26bbd5a441444c539902b27c26443c4646b
13278,14-05-2020,CA,73164,1031487,1104651,4655,1324,,,B,3032,,1104651,,,73164,,98,0,d094979e06cf8d1da07bab793c1aa505573ea8f3
13279,14-05-2020,CO,20838,97192,131051,685,,,3217,A,1091,3789,,,,18804,,29,54,52ad528850a916c90f8f4f58e61106c6e4af5044
13280,14-05-2020,CT,35464,114098,149562,1103,,,6264,B,3219,10946,149562,,,,,94,1557,5eb6c89ba22c5baf2c31a49ce5997e789dac8510
13281,14-05-2020,DC,6736,26263,31658,397,,,966,A,358,,,,,,,8,0,20b76277b1372aa894089fbd9b7553f8c15146d1
13282,14-05-2020,DE,7223,29634,48330,273,,,3080,B,362,,,,9044,,318,11,0,abecdc91fe49e8f6bf8a9087d74e1535b5338ba9
13283,14-05-2020,FL,41759,565627,607219,,,,,A+,1948,7993,,,,,1948,50,158,dc1498830e9e6929cfee6cab0a4ff926f3208bc7
13284,14-05-2020,GA,35858,250023,261860,1060,,,,A+,1527,6345,261860,,30981,35858,,22,86,fdf7002d52fdeec72883e7d3a1a1f8d6af55283b
13285,14-05-2020,GU,153,4226,4379,,,,124,C,5,,,,,149,,0,0,bd76d9a0bc05bc1b6e4f34a3ea02fd16c6505e0b
13286,14-05-2020,HI,638,38243,40589,,,,563,B,17,81,,,599,,,0,0,6bfcda0c98812172d9ba2732b374cdf854964b3e
13287,14-05-2020,IA,13675,75619,89294,405,134,,6231,A+,318,,,,,13675,,12,0,3ca85f8fbdec14eba4327aac0f4424bce407965a
13288,14-05-2020,ID,2324,31430,33556,19,,,1557,B,69,212,,,,2126,,0,-2,b8ec4c882191f151e9aee73b49df04ffc68b2be2
13289,14-05-2020,IL,87937,424100,512037,4473,1132,,,A,3928,,,,,87937,3928,136,0,41ee51e3808f9c65e310997ce643cadf57a350b0
13290,14-05-2020,IN,26053,134186,216287,1381,488,,,A+,1646,4389,216287,,26854,,1508,27,0,ae7d9417d722641f380cb554a9cd53442d02ed33
13291,14-05-2020,KS,7468,50160,57628,,,108,422,A,164,704,,,,,,0,0,70d13dd6711a14d9fea790da5ce3cdf09dd36c78
13292,14-05-2020,KY,7080,110315,110609,377,215,,2649,A+,326,1835,110609,,,7049,326,5,10,0cca4e2c54f9e5ab80f989fe04529aaa25b5ec8e
13293,14-05-2020,LA,33489,214099,247588,1193,,,22608,B,2417,,237904,,,33489,2351,36,0,485c0c6a3cb146f9a29cf979c031126753fcb1e8
13294,14-05-2020,MA,82182,342179,549405,2859,781,,,A+,5482,8207,549405,,105126,82182,5382,167,175,36f7897ff12b27b6d813e9ed73c88d48a760e9f3
13295,14-05-2020,MD,35903,142551,194595,1538,569,,2569,B,1935,6553,194595,,41635,35903,1840,54,149,20c449a1d3ca77936a155938e104743812b11be2
13296,14-05-2020,ME,1565,22092,23657,37,18,,958,B,69,207,33035,,,1405,69,3,3,79fea71a54e466cdd81246fb5b2dd4e651a8a598
13297,14-05-2020,MI,57036,326657,383693,1330,653,,22686,A+,5278,,391176,326657,64519,53451,5092,46,0,bd9dfda1d823dbfd13bf5bacf9cfb4bc2eca09b0
13298,14-05-2020,MN,16565,131443,148008,498,203,,8473,A+,663,1915,,,,16565,663,25,64,908cede079fc84485222ff39ac186c9b9e556015
13299,14-05-2020,MO,10317,116793,134975,796,,,,B,562,,134975,122388,12346,10317,,20,0,03edabcec673e504b1c594628d75964b13fb9398
13300,14-05-2020,MP,19,3306,3325,,,,12,D,2,,3325,,,19,,0,0,558bebc4123e51cf46928ff5073bc4372d92e70e
13301,14-05-2020,MS,10483,94843,105326,589,131,,6268,A,480,1667,105326,,,,,15,51,2ec2324746b94ddf497e15ab4824949ad8df9a16
13302,14-05-2020,MT,462,24087,24549,3,,,431,B,16,63,24549,,,462,,0,0,910da4763e16de99c0d7bb996114f48494cba277
13303,14-05-2020,NC,16507,202761,219268,507,,,9115,A,615,,210457,,,16507,615,18,0,aaf1dd315cf2fb4c157ab139f6f4299c0df37887
13304,14-05-2020,ND,1707,48599,56410,38,,,1007,C,40,129,57421,,,1707,,0,2,e1bd72491310d2dde48a65821b1133d2452608bd
13305,14-05-2020,NE,9075,44266,60769,,,,,C,107,,60769,50178,10319,9075,,4,0,bc4225f4305ccad53a74808849104ee34d7cd34f
13306,14-05-2020,NH,3299,35876,42287,126,,,1236,B,150,326,42287,,,,,8,7,52f26ffe456042d1390e9326b33f6cc18f4c20a2
13307,14-05-2020,NJ,142825,308992,451817,3958,1157,,15642,A+,11592,,451696,,,142704,9946,252,0,6a12fc748f535cdc6f9f5f310f10bb411f2d5443
13308,14-05-2020,NM,5503,114098,119601,209,,,1576,C,242,886,119601,,,,,11,0,c87f38b6799f21d60b9783b9a02721d498df5a5e
13309,14-05-2020,NV,6499,62985,92181,515,126,,,B,358,,82993,,,6499,,3,0,6eb716996ef220cb02c878b490e2560ac0777fe1
13310,14-05-2020,NY,343051,955706,1298757,6706,2223,,59758,A,22170,85454,,,,,,157,446,d242e81102f5a51ac088e07b0dcbc7ea4d785bb8
